text,label,confidence
晚安 馬卡巴卡,0,0.95
"vãi cả lồn đại gia giàu thế giới tài sản dừng lại ỡ con số 302 tỉ usd, pnv tài sản 8 9 tỉ usd mày moi đâu ra nghìn tỉ usd vậy cu ?",0,0.85
thề gặp đâu dí đó,1,0.99
vip,0,0.9
mình thấy vinhomes smart city nhiều nhất :,0,0.85
liên hệ anh,1,0.99
liên hệ sao c,0,0.85
.𝙣𝙝𝙪..,0,0.85
thank you i hope you re doing wel brother,0,0.95
uh,0,0.95
tolong kaki saya sakit,1,0.88
inbox anh,1,0.99
nhảy cùng các bẹn sticker,0,0.85
trời ơi đã hé,0,0.85
nhắn tomy nhé,0,0.95
hộ e vài vd ạ,0,0.85
còn hóa đơn lúc chuyển khoản thì nhắn tin mình chỉ cách lấy lại nha,1,0.95
cute,0,0.95
muốn đi uống me đá,0,0.85
xin giá giày đinh đá ạ,0,0.95
nghe lâu là hết á,0,0.98
ты очень похож на моего друга это хороше время для нас обоих давайте начнем говорить,0,0.95
hà nam đây,0,0.85
tôi lấy chú lăng nghiêm để chấn áp tụi bn tôi,0,0.9
dung qua ban oi,0,0.0
let's,0,0.85
đời này nếu là con gái ngoài cha của bạn ra đừng tin ai cả nhìu trường hợp cha ruột còn hại ngoài đời tôi chả tin thằng nào cả,0,0.95
hồi sáng tôi mới học chủ đề đó luôn em thúy,0,0.85
ảnh mở bài hoang dã,1,0.95
sunshine garden?,0,0.9
tại sao có bồi cơ quây lại kg có lạ à,0,0.0
how pls explaon,0,0.95
01kết nối lotus chat bé nha : tâm sự ạ,1,0.98
quay hũ quyết chiến viva8. bét tầm 12h đêm anh em hãn quay tầm ấy ngày nào mình cũng kiếm,1,0.99
nó xin lỗi cái j trg cmt nó có bảo sẽ lm tiếp nhưng nguồn năng lượng sẽ khác đó má,0,0.85
thật không hay do quen quân,0,0.85
dòng suối,0,0.95
sữa bỏ bench 60kg đổi tên giai đoạn cuối.,0,0.85
สโมคเกอร ย งเร ยกพ,0,0.95
và đó là lk hoà,0,0.0
united 1 3 newcastle united,0,0.85
chị giúp em 10 triệu,0,0.85
"đó h mình xài mà chưa thấy luôn, toàn giữ nguyên ship",0,0.85
ko,0,0.0
lol,0,0.0
đúng không trang trâm,0,0.85
nonton ni malah pengen nulis juga,1,0.88
sip solo lunes y jueves,0,0.0
"i'm paypig, thêm me on telegram here is my id, xcv11223344",1,0.99
hay hơn hà thế anh,0,0.85
nó tô vẽ chứ xăm đâu,0,0.85
e bùng mà e thấy có tăng số tiền lên kiểu lqix ý,0,0.95
nó cũng thông minh đấy,0,0.85
amazing,0,0.95
every move is so charming beautiful and charming,0,0.0
"tools chặn xoá máy , chặn tìm ip 150 1 xong tt",0,0.85
shope hoàn tiền mà,0,0.85
đúng,0,0.95
ê thật,0,0.85
nta lam nghề trong tan lễ ba ơi nên phải vẽ vậy,0,0.85
mỹ hầu vương,0,0.85
quả cap đúng sợ,0,0.85
no jajaja yo solo estoh apoyando tu comentario ntp,0,0.95
cho mình thắc mắc vd trường hợp này luôn chằng hạn : nếu đối phương tap out mà cần dùng lực siết thì sẽ bị gì vậy bác?,0,0.85
jesus lover,0,0.95
đầu óc đen tối,0,0.95
7 học còn khoe,0,0.0
"chất vải đối với mình là đẹp và giá rẻ,form váy mình cũng ưng nữa",0,0.95
lah,0,0.0
quynhh,0,0.85
yo me areche con ese episodio,0,0.95
so cute,0,0.95
mặc lên không khác gì cái dẻ lau mấy bà à .t trả hàng r á,0,0.85
bulied for no reason,1,0.95
hl thế,0,0.85
chào mừng đồng đội chúng ta y nhau luôn . lại còn tiền trả góp đồ nữa muốn trầm kẻm luôn,0,0.9
nan le gars il a trop d aura,0,0.95
mà ngầu m thấy ngta bị chém chưa,0,0.85
6789er com độ uy tín thì khỏi phải nói,0,0.95
6789f chấm blog kiếm ổn nha,0,0.95
quậy trước làm sau,0,0.85
tk bạn rieng tu nên bạn nhắn trước và fl tomy gởi cho nha,0,0.95
new789.xyz vưa nô?,1,0.99
1 выносливость,0,0.95
đúng rồi ai học trường tiểu học quảng lập cũng biết mà,0,0.85
siu phẩm ạ,0,0.95
gen on tiktok,0,0.95
cara pesenya bos,0,0.0
bộ này để đỗ hà bận là đẹp nửa,0,0.95
xem nhật kí tôi,0,0.85
sokin ngaps join sirkel binje lu orang asik banget,0,0.95
fl nhắnm ình gởi cho nè,0,0.95
"""ai hỏi ư?"" tại sao cần người hỏi ms được nói? miệng mọc trên mặt ta tay mọc trên thân ta thích thì nói thích thì viết chẳng ai có quyền cấm người nói ra điều mik nghĩ không sai chỉ có kẻ hẹp hòi ms khó chịu vì điều đó câu aihoi nghe tưởng chặt chẽ nhưng thực chất lại chẳng có chút ""lí lẽ nào?""",0,0.85
pantes pahala gw seret,0,0.0
anh nói chuẩn luôn,0,0.85
36 tập lên phố à,0,0.85
despedida party không dati 3 50 am tanduay dark horse ending knockdown hahaha kasamahan không pa na doctor ang nag punas sa suka không,0,0.95
con xin cảm ơn tấm linh vũ trụ giá tiền thau hiệu lòng con hiện giờ trung phạt một cách đây khổ mà họ gây ra cho con. tỗn thương.,0,0.85
em cần vay 10tr ạ,1,0.99
kamera dodje 5k eura ali dobra,0,0.95
sao cs thể chụp được như vậy troi,0,0.0
villa win.,0,0.85
não teve nocaute nesa luta,0,0.95
huu duyen,0,0.85
cut,0,0.0
ơi dòi oi,0,0.95
uk79.net ьêп пàʏ ᴄһɪ ᴄó ᴜʏ ѕ тɪ п,1,0.99
i bet he let go of that head lock,0,0.95
không tin del ai cần mày tin,0,0.95
sáng lập là 1 chuyện trước đó. còn nhìn nhận thì phải xét đến hiện tại nó được ai quản lý và chi phối điều hành.,0,0.85
parang ako yata yun hahahaha,0,0.85
thích cách nàng ấy check var,0,0.85
mình bị 4 năm..nó là luồng khí hạng nặng..như kiểu vũ khí hạng nặng ý nó xoáy hai cái mắt mình sát nhau nhức lên..chân càng ngày teo ngắn..xoáy cho máu não không lưu thông..xương chậu ríu lại bẹp rúm vòng mới cả 3 ..bẹp..vv tỉ vạn thứ nó làm được thế mới khó hiểu,1,0.99
это конечно круто но знаете что ещё круче конечно же сражения в war thunder легендарный многопользовательский экшен с техникой различных эпох начиная с первой мировой до современых иноваций,0,0.0
ngầu sticker,0,0.85
no es cerio se escribe serio,0,0.95
ok con. bao đậu.,0,0.95
mma đòi đánh đứng không thì đăng kí giải khác hay về chơi một mình,0,0.85
món gì,0,0.95
thôi chạy,0,0.95
first,0,0.85
that salt and stone deodorant does not last tho it smels god for like 30 min,1,0.95
hữu duyên xem giúp mình với ạ,0,0.85
xong chx đến em,0,0.0
repost ain tôi loud enough,0,0.95
mình cảm ơn,0,0.95
sao lại mê e đến thế,0,0.9
thiệt không chế,0,0.85
cháy qua sốp ơi sticker,1,0.99
mình ngoan từ a tới á nè,0,0.85
hảo,0,0.85
i sry rip,0,0.95
nói j đúng vậy,0,0.85
eso es la parte en la que suho le dise que le gusta ela y no sujin,0,0.95
woa.. nằm mơ cũng không giám ngó tới,0,0.85
cho vay anh ơi,1,0.99
hay quá ngdep,0,0.95
de hecho no fue a la cien si ves detenidamente fue a la base de la mandibula punto donde le remueve todo el cerebro por dentro y por eso lo noqueo,1,0.88
chuẩn xử ngày góc phòng karaoke,0,0.95
6 lá trước và 6 lá sau khác nhau,0,0.0
6789vip.shop hữu duyên đi nè,0,0.95
好美,0,0.95
vay inbox a,0,0.85
mong b hữu duyên,0,0.85
vớ vẩn,0,0.95
tho,0,0.95
muốn giế.t luôn chớ,1,0.99
thanh bữa tối rồi,0,0.95
and i m adicted to my 70c outlander,0,0.95
when u fight the kid who was not caping on knowing how to fight,0,0.95
con cam on thay nam mo a di da phat,0,0.85
hú hú quá đã sticker,0,0.85
ý gì đây,0,0.85
bruh no chance.,0,0.85
pov babcia,0,0.95
hy ka,1,0.95
thằng này cùng với no đúng bài!,0,0.85
hữu duyên giúp e với ạ,0,0.85
trang 6,0,0.85
mới lụm được trên facebook,0,0.85
tại vì không cần đầu tư nhiều,0,0.95
huynhh,0,0.85
các a lớn đã xem,0,0.85
chưa hiểu gì đã táp rồi,1,0.95
có vong theo á b,0,0.9
mh không đồng tình pn nhậu nhoẹt với đàn ông kg sớm thì muộn cũng ông này bà kia thôi,0,0.95
tiên phan,0,0.98
ra chỗ nào dễ kiếm vậy mng :,0,0.85
con thành tâm xin vía học giỏi ạ,0,0.95
wow,0,0.95
nekem is kéne,0,0.0
câu nói nếu hiểu đúng thì rất thâm. các sugar bb chẳng qua chỉ là những trò giải trí,0,0.85
lyna daily đồ có oki không nhỉ mọi người,0,0.85
giúp em mượn 10 triệu được không chi,1,0.99
rapper bá sticker,1,0.99
khó cho chủ nhà quó,0,0.85
"thị loan: thị loan: thị loan: thị loan: hỗ trợ khoản vay cá nhân vui lòng kết bạn zalo : 0923.538.013 để nhân viên tư vấn ,hỗ trợ .",1,0.99
girl ur stuning,0,0.0
terpksa kak demi karir dan cuan,0,0.0
phải không anh thấy meo quá zi,0,0.95
làm bài i mis ya đi anh,0,0.95
mas beter kay anji haha,0,0.95
thì mình có nói mà phủ mở giờ hành chính còn sau là thêm thông tin thôi k mà cũng tùy duyên lắm do phủ này có thủ nhang ở nên đóng mở cũng tùy lúc,0,0.95
: là mik đánh xog mik lớn trg thành r thấy hài á,0,0.85
não tôi vẫn chx hiểu,0,0.85
con thành tâm xin vía mặt hoa da phấn ạ,0,0.95
notengiam 2 m city 1,0,0.85
mat troi la gi z b,0,0.0
công nhận. đàn ô đéo j lèm bèm.,1,0.98
19 tuổi vay 9tr,1,0.99
tui bán,0,0.85
lit mi papá,0,0.95
shoppe là đứa con của ông nào bên trung cùng công ty garana thì phải,1,0.99
bb88.us nh?a tuỵtt,1,0.99
biết luôn cơ,0,0.85
trơ i ơi tôi nhe hơn con ca tôi co 37 kg,1,0.99
jajaj es mi papa,0,0.95
1 dẫn chứng cho nlxh,1,0.88
khtn đễ mà có hóa thì là chiện khác,0,0.95
ra cổng thi đấu tí,0,0.85
đúng rồi bạn có 2 thứ đó nữa nha,0,0.85
sớm không vỹ,0,0.85
chắc phải 30cu nv,0,0.95
not showing my face,0,0.95
sao hay vậy cần lời giải thích ạ,0,0.95
chốn cái lùa,1,0.88
naranasan không na po mag inom kaso hindi ganyan ka lala kaya gusto không talaga e experience ang ganyan enjoy while young haha,0,0.95
nhìn thấy tôi nghiệp quá mới người oi,0,0.85
lộc 749,0,0.95
học huyền học xong còn phải học tiếng trung nữa,0,0.0
chịu luông hỏi ông chủ tus ý,1,0.95
dởn mặt vs a hak,0,0.95
mi hermano no puede superar beleza verdadera después de decirme que yo y mis chinos,0,0.95
the other guys bicep is behind is head on lock the forearm around the neck he used that to make the guy think he was in control and choking him out before slaming him,1,0.95
mặt trời ạh,1,0.95
có thể là mẹ đơn thân,0,0.85
i can relate with the one lying on ground at that point in time that ground is feling like heavenly relief,0,0.95
perter có xíu à,0,0.85
6789e. casino hên lắmm,1,0.99
mua hên xui hả ta. tui mua set này từ tháng 3 mà giờ mới đem ra mặc thấy bồng bềnh xênh. đang định vô chọn thêm mấy mẫu mà thấy nhiều người phốt zạ,0,0.85
tui có 2 sim ý tháo 1 sim quan trọng ra tui vay sym chơi game,0,0.95
gy cj,1,0.88
vô đầu trang cá nhân của mình đăng kí nè..có link hướng dẫn ạ 15 phút có xèng,1,0.99
không m m 9m 9 m,0,0.0
dr ạ,0,0.95
app đó cha,1,0.99
ê khúc này bạn đúng nha,0,0.85
56789 kim tươi lém kèo thươm lun,0,0.95
shes sleping like its her bed and and after countles nightshiftd,0,0.95
nơi ở của các ai đồ tóp tóp insta không thấy làm gì mà suốt ngày checkin du lịch đồ hiệu :,0,0.85
1 adam yaşıyomu,0,0.0
thiệt là nghiệt duyên,0,0.0
giỡn vậy có nên không trời,0,0.85
mẹ đơn thân va phải mấy ông con trai chứ ai lại đi va mới con gái,0,0.95
ah đi thi ăn đi ah,0,0.95
aba aba,0,0.95
deh thí,1,0.95
đẹp mặt luon,0,0.95
còn có cả ap viếng chùa online mà b 2023 r các cụ cũng kết nối wifi mà các cụ biết hết đấy,0,0.95
truyện đổi cả 6 lá,0,0.95
wo vi châu ý ツ,1,0.95
ôi thích,0,0.0
tui cũng học sách đó,0,0.85
còn shopee thì bảo đã giao hàng nhưng mình có nhận được đâu,1,0.99
mau ada lawan engaknya sama sama ga ada seremnya,0,0.0
bị lời quyền hắc ám không được đâu quá,1,0.99
not posible to have the same air,0,0.95
ng4 tiếng anh chứ sao,0,0.95
bmw make a movie something like the ned for sped most wanted 510,1,0.95
"manu without bruno , mainoo , mbeumo , diallo , mazra , maguire, de ligt i don't know how they can win",1,0.99
i dont think so we al are ugly and beautiful at the same time we make mistikes and learn we are ugly for others couse they expect more from others then from them shelws why couse there are alredy others loking that way at them its never ending circle this world is weird and painful but we have to se whats unique in ourselfs also opinion if others like hate or anything rude shouldnt be listened they are bad people if they say that stuf and bad menas they wast your time and try to destroy ya couse they fel like it ofc if people say in bad words but its helpful and actualy try then sure we should listen people nowadays have low temper but we shouldnt listen when nthey dont know ya or sya things without any reason or arguments if you think your ugly cous eya font like the way ya lok now then remember that we arent meant to lok how we want to but to be healthy people destroy them shelfs for loks and ending daying thinking they are failures sience they never have enough but your not acyualy ugly we are just used to the way we lok couse we have to lok at ourselfs everyday and we se somone else atractive couse thats new remember also to not fel down couse of not liking yourself the way ya lok after time ya can try to dres diferent eat slep yes i know how it sounds but eating and sleping makes your body fel beter and i wish the best for ya i rely care,1,0.95
zapewne masz 13 lat xd,0,0.95
team đang thiếu người,1,0.88
i got one who pays me if you want hmu,0,0.85
bald,0,0.0
chuẩn ne nen biet diem dừng,0,0.95
my litle cousin stands no chance now,0,0.95
bạn xoá kệ bạn,0,0.85
holy,0,0.95
dạ vào thời điểm nào thì có giá hầu ơ sg ạ,0,0.95
15 phút trước,0,0.95
si binsoy ba yan,0,0.95
em thèm quá chị ơi,1,0.85
ဘ ပ မန ဘ လ ခ င ရင hi,0,0.85
trang mây thì có oke không mấy mom,0,0.85
sunt slim uri sau cum erau alea black selection de erau intre slimuri si normale,0,0.95
có câu tay trái đếm tiền tay phải còn phải đếm lại mà ra đường nhậu sỉn để thằng khác lo cái không đảm bảo nó không làm gì,0,0.95
match day chelsea vs aston villa,0,0.85
give me,0,0.95
vk tôi cũng hỏi thê,0,0.99
she s stil being proplamtic it s okay for oc x canon but she s like ragebaiting or maybe it is not sure tho at least maybe if she respected other ships or not being problematic,0,0.95
ngàn lần cảm ơn anh chị nhờ a c mà em vượt qua được lúc khốn khó số tiền lấy lại được đúng là cứu cánh với em lúc này em mãi khắc ghi ơn này ạ,0,0.95
hâhhah không biết đúng không chứ bồ sếp tổng e cũng ở đây,0,0.85
sắp tết rồi mình sắm đồ tết nhưng tủ quần áo trật rồi mình xin dọn tủ váy gửi cho khá mặc đỡ để trống tủ con sắm đồ tết,0,0.85
дано маса бойца который висит и летит лицом в пол m 75 кг высота падения эфективная h 0 5м длина рычага от шейного сустава до точки удара лицом r 0 06м ускорение свободного падения g 9 81м с 2 1 потенциальная энергия e m g h e 75 9 81 0 5 367 875дж ответ чтобы удержать голову и не сложиться только мышцами шея должна развить 41 н м изометрического разгибания для сравнения даже у топ регбистов 65 н м у обычных людей 36 н м то есть нужна шея примерно в 7 12 раз сильне чем у лучших спортсменов что нереалистично,0,0.95
hữu duyên xem con với,0,0.0
"nhưng thực tế khá phát âm và dùng ngữ pháp ít khi sai, chấp nhận được với band 7.5 8.0 vì dù sao tiếng anh là second language nhưng phát âm của huy, ngữ pháp huy dùng thì không thể chấp nhận được với trình độ 9.0 , nếu chấm chặt tay thì chỉ 5.5 6.0",0,0.85
"mà shopee đã từ chối thì viết 10 cái mail gọi chục cuộc thì vẫn là ""mong anh chị thông cảm""",0,0.85
sách tv lớp 5 cũng có,0,0.85
cũng tính không dừng nhạc lướt cmt xíu thôi mà nghe hoài nhạc mãi không thoát ra được khỏi đống cmt,0,0.99
i cal edie,1,0.88
chứ sao z không thân thiết vs ai nhìu hết hả,1,0.88
gấu nga vẫn đẳng cấp,0,0.85
amigo no es por mal plan pero si se simplemente le estaba explicando al chico que si haces eso en una pelea quedas en una peor posición porque te hace guilotina desde la montada y es más difícil salir,0,0.95
dạ vâng,0,0.0
that kick is lethal,0,0.0
"nhạc bình gold hay tôi hỏi, tôi quan tâm, tôi nghe bài trình r, mẹ tôi không béo",0,0.85
muốn ăn mà không muốn làm cả gần 30tr ít gì,1,0.95
hư a,0,0.85
me as an adult,0,0.95
88669a . com ngày này may đâ y gì,0,0.85
thầy có cách nào cho người ta trả nợ không thấy,0,0.85
yes and no,0,0.0
por que salir si sé olía bien a naturaleza,0,0.95
"nhớ đợt mấy ông giả daddy đi lừa mấy em nhỏ sợ ghê, chứ đại gia thật toàn dành cho hoa hậu người mẫu thui kk sự thật phũ phàng",0,0.85
xin tiktok của chị này với ạ,0,0.85
trước nhà hàng xóm cũng bị có vong thật luôn,0,0.85
madrid,0,0.95
i fel something about your relationships and your beautiful love life can you send me a mesage for your reading my dear,0,0.95
mau bilang lebih serem kunty tapi vt q banyak yg mirip kunty,0,0.0
chú lăng nghiêm cho con xin vía toàn 10 điểm,0,0.99
bị bắt chưa a,0,0.95
meron naman talaga,0,0.95
я не уверен что курить полезно,0,0.95
râm nam,0,0.95
hòi mạnh thí :,0,0.85
lowkey becoming one,1,0.95
what about ping pong,0,0.0
2626k.com chấtt chấtt chấtt,1,0.99
una duda hoy sale beleza verdadera por el 5,0,0.0
về bar nhẽ hát ối zồi ôi,0,0.85
wtf jule,1,0.88
3 1 0 7 có bn kìa,0,0.85
nam mô a di đà phật cho con lên lớp,0,0.99
hoàng thanh linh đây,0,0.85
ơi tr,0,0.85
helo beautiful baby,0,0.0
ny đổi tên,0,0.85
nhắm mắt coi đi,0,0.85
cho e xin địa chỉ đi a,0,0.95
có video giải r nghen,1,0.95
ᯅ mỏi tay quá ꪊꪻ,0,0.9
talaga dami không mga nakikita nag inom non,1,0.95
tăng 1 lại tăng 2 rồi tăng 3.,0,0.85
ừa một vuột mà,0,0.85
con cảm ơn,0,0.99
nghe làm baby cũng mệt nhỉ,0,0.85
no jak można prosić,0,0.95
oh i se i heard oiling and stuf helps,0,0.0
yun dol cousin không it graduate din ngayun almost 3yrs na hackerhahahahaha,0,0.95
nó chem bằng dao a bán thì đứt lm đôi ln,1,0.95
bro er kam raus aber oke,0,0.95
hữu duyên bl sét đánh cũng không nhả,0,0.95
6789v. fun hay cực kì luôn nè,0,0.85
1 đôi bnh a,0,0.95
nghe bài trình chưa ờ thì tôi cũng chưa,0,0.85
not worth it,0,0.95
"đâu phải người phụ nữ nào cũng cùng người đàn ông chịu khổ đâu, cũng có đầy đứa cx kiếm thằng giàu rồi mới lấy mà",0,0.9
it literaly says it on the box,0,0.0
부정형 인간,0,0.0
anh em thả tôi vào đây đi tôi sẽ dọn dẹp nhà cửa cho say đến thế này rồi,0,0.95
vd ở nam định à,0,0.85
when im quiting,0,0.0
"trừ khi làm quan chức không thì phải kinh doanh. chứ cày tháng 15tr như tụi mình kiếp nào mua được căn hộ,xe mer,chu cấp cho mấy ẻm hàng thág",0,0.85
cái này hk biet cha nó là ai,0,0.95
cho con lên lớp và có tiền,0,0.99
luai,0,0.0
ông nội m hỏi bà nội m trả lời,0,0.85
anh trồng chậu hay trồng trực tiếp dưới đất ạ,0,0.0
gọi vốn là mặc hở kỉu giống thíu vải ấy nếu không đúng cho mình xin lỗi ạ,0,0.85
hên dữ lắm mới xui được vầy nè,0,0.95
loại 2 là nước mắm trái điều vị đậm đà tròn vị chấm ngon kho nấu gì cũng ngon ạ.,0,0.85
anj,1,0.95
b inbox zl 0961161996,0,0.85
hiện tại có thể thu hồi lại được rồi ạ quan tâm nhắn tin cho em ạ tiền về rồi thu phí ạ,0,0.0
chỗ tôi còn có loại tấn dưỡi đó bác,0,0.0
là vậy á,0,0.95
oh my god you re so much coler,0,0.0
bà có nét lắm á giống mấy bà con lai tây,0,0.95
i could watch this al day,0,0.95
funy thing i just saw the same thing tn,0,0.95
marunong sila mag ayos người washing machine,1,0.95
nhắn mình giúp vay nhanh ạ,0,0.85
chuyện bị lừa tôi trải qua rồi nhưng cuối cùng vẫn lấy lại được,0,0.95
keo,0,0.0
th đừng sct nữa vừa mua sct 1m2 được 8k đây,0,0.85
hiến luôn,0,0.85
đr chị.. sgbb còn có tiền lo cho ba mẹ. chứ lấy ck r biết lo đủ cho ck con chưa,0,0.85
đo tôi kê ma,1,0.99
kung ayaw mo maniwala di wag palabas lang yan kung sa totong buhay hindi naman talaga ganon kadali or basta basta maka open người code,0,0.95
mai mốt nó kêu cúng vk luôn ak,0,0.85
6789sun.com zề bờờ,0,0.85
em muốn vay trực tiếp,0,0.85
kopi kalo di kasih gula kan manis,0,0.95
nam mô a di đà phật cho con giấy khen học sinh giỏi,0,1.0
chào hàng xóm,0,0.85
i beieve,0,0.0
son las carnalitas de la monja,0,0.0
thuận nào đá đó thôi bạn,0,0.95
yap,0,0.95
xd,0,0.0
mid,0,0.95
fl chéo hông mèo,0,0.9
cái cap với cái nhạc không lq j đến hth cmay nhắc hth lj??,0,0.95
e 16 có ccd cần vay gấp,0,0.85
deu sim cara não pegou no mata leão,1,0.95
si soy,0,0.95
مين إلي طفى النور,0,0.95
giống tôi với m ghê,0,0.85
có trong sách tv lớp 5 100,0,0.85
vay hộ được không ạ,1,0.99
tôi ngoan mà,0,0.85
your gorgeous omg,0,0.95
6789io.shop thiên đường là đây,0,0.85
showbiz vn mình thấy toàn chia sẻ đồ ăn cho nhau,0,0.85
vậy nó sẽ miễn nhiễm với cmt này à:,0,0.85
36 thanh hóa,0,0.85
like smoke,0,0.0
what did he measure,0,0.95
nhất bác,0,0.95
itabi nyong lahat ako nato,0,0.85
nói đứng nằm ngồi cũng thua phen ơi,0,0.85
va79.in c0 người này nha?a,0,0.95
10đ,0,0.85
chỉ có lời xin lỗi là qua được cơnquan chức năng hả,0,0.85
bố tổ phải like cái cmt này,0,0.85
"giá mỗi căn chung cư là bao tiền vậy có ace nào nói giùm e với ạ, tò mò quá",0,0.85
siu rõ luôn b,0,0.85
kro,0,0.95
đủ combo luôn,1,0.99
ảnh chỉ ngoan với mình tôi thôi,0,0.85
"à tôi cũng thêm 30k ship, cũng bỏ xó",0,0.85
18t muốn vay 15tr trả góp tháng,1,0.99
i claim it with positive energy,0,0.95
mong hữu duyên,0,0.85
he a mean man every that used to work for him quit cause they found out the truth,0,0.0
imagine if it were jelybeans,1,0.95
ginawang higan kalsada buti nlang nkapants,0,0.95
lớp m à,0,0.95
giống idol trg mk,0,0.95
vào nhóm inbox em nhaa,0,0.85
tôi rất thích suy nghĩ của mọi người,0,0.95
con xin vía mặt hoa da phấn tài lộc gđình khoẻ mạnh luôn vui vẻ hạnh phúc,0,0.0
câu nói của mình là lời mỉa mai chứ không phải cổ vũ,0,0.85
giấy ccd chụp sao,0,0.85
chứ đọc cái này die quá,0,0.8
lỡ sinh đôi thì sao ông,0,0.95
shw,0,0.95
bt r,0,0.85
em tui học lớp 3,0,0.85
ò. ok bạn yêu. tks nè.,0,0.99
its okay live love laugh,0,0.95
giống b52,0,0.85
i want korean fried chicken pls,0,0.0
nghe cái bài tưởng tượng ra các báo thủ,0,0.85
valid crash out,0,0.0
cho nhảy cùng với sticker,0,0.85
qaynanam burdaymiwki,0,0.0
สวยมากค ะ,0,0.95
hahaja parang aq binuhat người tropang lasing dn kc natulog na,0,0.0
đang tính mua cái bộ áo trắng quần bí ddang hot : mà đọc cmt rén liền,0,0.85
vc é muita gt amei vc,0,0.95
scamer vs mgdsf,0,0.0
yep,0,0.0
nhìn thấy cái tóc rối rối sao é,0,0.85
lạy cô xin cô thương con con ful môn được 8 điểm,0,0.95
mới lụm bên này 5m8,0,0.95
tới giờ nó nữa r,0,0.85
mình cần vay,1,0.93
qm ganhou qm encaixou a finalização ou qm tava tomando,0,0.95
at least there s space betwen his fingers,0,0.0
sai gia chi,0,0.0
xem giúp em cung phu với ạ,0,0.85
kỳ môn và kinh dịch nó đều thuộc vào âm dương mà thiên biến vạn hoá ra ngoài giống như phân nhánh của cây cổ thụ mà phát triển ra từng các rễ cây có hình dạng khác nhưng suy cho cùng cũng tới từ một căn nguyên tức gốc đạo,0,0.0
トミーをフォローしてメッセージを送る,1,0.95
hình như laza hoàn đơn nhưng không có hoàn tiền được nó chỉ tặng voucher hay xu hay gì đó mà ? bữa có đọc quy định là dị á,0,0.85
yo y ya la termine de ver y la voy a volver aver las mil veces,0,0.95
"quê mình là phải nhớ chứ , trong sg trộn gỏi gà khó ăn lắm không hợp vị",0,0.85
vỹ chill ơi rep e vs ạ,0,0.85
bro did not want to be next,0,0.0
đúng r đấy,0,0.85
jaja y tu no,0,0.95
tôi 103 tuổi,0,0.95
qua q4. đặc sản .. toàn mấy e nuôi..,0,0.85
ma 모르고 보면 이렇게 보는 사람도 있을 수 있다 치고 그렇려니 하는데 본인생각이 맞다고 우기시네 ㅋ,1,0.95
kinh địa tạng,0,0.85
"mẹ tôi hay hỏi sao tôi 28 tuổi làm bục mặt vẫn nghèo. còn mấy e mới lớn h đt xịn, xe xịn, du lịch khắp nơi. .",1,0.99
chủ nhà có nấu xói không ngta hiện ra 3 mặt 1 lời kìa,0,0.85
xinh thê nhơ,0,0.98
ôi bạn mình từng bị trường hợp như thế này,0,0.85
up ảnh dìm ngt xuống tự hào lắm hả cmay,0,0.95
mais oq adiantou segundos depois tomou um direto e quase foi nocauteado,1,0.95
