text,label,confidence
ủa sao thấy bình thường mà,0,0.99
do tâm lý hay sao á mình bt,0,0.97
tui cũng vay nè,0,0.95
tui khó thở,0,0.98
chú lăng nghiêm cho ba con hết đánh mẹ và chả hết nợ,0,0.96
bạn ơi chú lăng nghiêm là câu thần chú để áp chế ma quỷ mak,0,0.97
mình tưởng là đẩy lùi không áp chế chứ bạn yêu,0,0.98
"thần chú lăng nghiêm là chú lớn của phật giao , nội dung giảng giải rất nhiều về tâm , và dành cho việc hành trì tẩy thân tâm rất nhiều , trừ đi các oản niệm , tâm ma và nó lả cốt cho biệc tu hành , chứ không hẳn để áp chế ma hay quỷ j b nhé",0,0.99
ò. ok bạn yêu. tks nè.,0,0.99
có câu mà các bạn khịa nhau ghê vg,0,0.92
người ta nói tấm ác là tâm ma bởi vị lấy cái đó áp chế tâm ma trong mình ba nó,0,0.96
ủa vị hẻ ai bt,0,0.98
bà nội ơi,0,0.95
hiểu không,0,0.97
thương .,0,0.99
"tại sao tôi lại cười , chắc tại tâm tôi ác",0,0.94
ê tôi đọc lộn thành cha mẹ hết đánh con cái lỡ cười,0,0.96
trước khi nghe chú lăng nghiêm là ba bạn bị vong theo,0,0.93
tr đất cơi,0,0.99
ai hỏi,0,0.9
tội thế,0,0.99
cái này có chú công an ms cứu được,0,0.97
thương nhà bạn,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát chú lăng nghiêm,0,0.99
niệm đại bị é,0,0.98
giống tôi ba cũng đánh mẹ tui bị ám ảnh lun,0,0.97
nhanh trí mở một cái loa bự r kéo quanh nhà ma wỷ chạy đi hết luôn,0,0.95
cầm máy chạy quanh nhà là ma chạy hết,0,0.95
thật á,0,0.99
"thật nha, bạn tin vào phật thì phật bảo vệ bạn th",0,0.98
tôi thề tôi chưa bao giờ đùa với tâm linh n,0,0.98
tôi cx vậy,0,0.99
tôi gặp r đứng im một chỗ luôn sợ lắm,0,0.98
vậy á,0,0.99
thật không bn. căn nhà mình ở quê ở phòng ngủ co vong nữ 2 người rất hung .,0,0.97
đr nha,0,0.99
trúc được â m,0,0.92
chc hg z bar,0,0.93
ê cười xỉu:,0,0.98
neko,0,0.95
mong bame mạnh khoẻ gặp nhìu may mắn nam mô a di đà phật,0,0.99
khi nghe mình cảm thấy sợ..,0,0.98
lâu lâu cứ thấy sợ đko,0,0.95
vừa nghe là giật mình rồi bà,0,0.95
"tâm chưa tịnh hoặc có ma trong người nhé b , coi thầy sẽ dễ hơn.",0,0.9
là mà hả?,0,0.98
"hog cs í j , nhưg nhìn vào phật lâu lâu cứ bị sợ",0,0.95
nghe nhiều là hết sợ,0,0.95
ma trong người bn sợ nha,0,0.85
đag vong theo hoặc bị phá nha bn,0,0.85
dùng để đuổi những thứ không sạch sẽ thì nghe sợ là đúng rồi bà,0,0.9
"không phải,ai mà nghe cảm thấy sợ là người đó có vậy o người theo đó tr oi hoặc có thể là mang nghiệp",0,0.85
tại con ma trong người bạn á,0,0.85
cầm máy xong chạy lung tung đuổi ma,0,0.95
cáo bt chs game già mang tên haru có 3kv4 đổi tên,0,0.9
đii,0,0.98
tụng kinh hả mài,0,0.9
nhức đầu khó chịu trong người quá,0,0.95
nghe nhiều lần sẽ thấy dễ chịu. để loại bỏ thứ không sạch sẽ bạn phải tịnh tâm và luôn nghĩ có chư phật bảo vệ thì mới được .,0,0.95
hình như nếu nhức đầu khó chịu là quả hay âm khí đang ở gần mình đúng không,0,0.9
đúng rồi. nghe chú đại bi và đọc kinh theo hàng ngày. tối ngủ nghe bài chú này để trừ tà,0,0.95
nếu theo đạo thì sao?,0,0.98
nghe xíu nữa cứng pi tơ,0,0.8
niu bn thay nhut đau khó chịu zay .càng nghe nhiu vào,0,0.9
"ban đầu mình nghe xong là mình cảm thấy nhức đầu chóng mặt, nghe lâu rồi cái cảm thấy nó rất là tịnh tâm vui vẻ có vẻ như lúc trước mình bị vong theo rồi",0,0.95
mình cx z,0,0.98
chú lăng nghiêm cho kì này thi được điểm cao ạ,0,0.95
phật nói gì vậy các bạn,0,0.98
kinh trừ ta á bn,0,0.95
nam mô bổn sư thích ca mâu ni phật,0,1.0
nam mô a di đà phật,0,1.0
nam mô văn thù sư lợi bồ tát,0,1.0
vô soi acc hết hồn,0,0.9
liên quan j,0,0.95
tôi hơi nhức đầu khi nghe bài này chả bít có bị làm sao ko?,0,0.95
"không sao đâu em , chịu khó nghe nhiều vào , tutu sẽ hết , do nghiệp lực nhiều nên nó cảm ứng với chú nó bị hành lại",0,0.95
em nghe bình thường còn đọc bình luận nữa,0,0.98
con nghe thấy cuốn quá,0,0.95
giống em á,0,0.98
tui cũng bị mà do bia,0,0.9
"z là cs nghiệp chướng , nên chép kinh hoặc tụng kinh để hết",0,0.9
nghe xong người bị rung,0,0.95
có vong lạ vào đấy,0,0.85
dọa nữa,0,0.9
không giả đâu thiệt đó,0,0.95
mình không bao giờ lừa bạn,0,0.95
ổg tắc thở chưa,1,0.85
"bạn ơi,bạn nói chuyện kì vậy",0,0.9
"nam mô a di đà phật, chúc b bình an",0,1.0
tưởng hài hả bn,0,0.9
chứ đọc cái này die quá,0,0.8
chúc b bình an,0,1.0
thì bạn tìm cái bản khác đọc được mà sao bạn lại nói như thế,0,0.98
"bạn ơi, bạn không nghe có thể lướt qua mà ạ",0,0.99
ăn nói cẩn thận ạ,0,0.99
nói kì z không sợ hả,0,0.95
"bạn ơi phật là phật, phật là thầy là dạy bạn không nghe thì bạn lướt qua ạ",0,0.99
ăn nói cẩn thận phật không giỡn nha bạn nam mô a di đà phật,0,0.98
vừa nghe vừa nhịn cười,0,0.99
tui cx vậy,0,0.99
chú lăng nghiêm cho con len lop,0,0.99
ké ạ,0,0.99
chú lăng nghiêm,0,0.99
kẹ ạ,0,0.99
same,0,0.99
ké vs,0,0.99
cái gì vậy trời,0,0.99
chú này là chừ tà ma không phải phù hộ nha,0,0.97
chơi liên quân hong,0,0.99
không học sao lên lớp ông nội,0,0.92
cầu cho con lên lớp ạ,0,0.99
mong chú lăng nghiêm trong con lên lop với được giấy khen,0,0.99
chúc bạn thành công,0,0.99
cảm ơn ạ,0,0.99
ké ak,0,0.99
cho con lên với ạ,0,0.99
xin vía,0,0.99
xin ké ạ,0,0.99
ke a,0,0.99
nam mô a di đà phật cho con lên lớp được không ạ,0,0.99
ké a,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát ma ha tát,0,0.99
cho con lên lớp với ạaa,0,0.99
nam mô a di đà phật cho con lên lớp,0,0.99
"sao mình thấy khó thở với nhức đầu vậy ạ,có sao không á",0,0.98
nghe nhiều sẽ quen,0,0.99
dạ con cảm ơn,0,0.99
có nghiệp ạ,0,0.95
chú lăng nghiêm xin hãy cho con được giấy khen và được lên lớp ạ,0,0.99
em nữa ạ,0,0.99
em nữa,0,0.99
chú lăng nghiêm cho con theo đạo phật ạ,0,0.99
hộ video đầu với ạ,0,0.96
mong chú lăng nghiêm cho vợ con mau mau về với chồng con của con nam mô a di đà phật,0,0.99
nam mô a di đà phật chú lăng nghiêm cho con lên lớp,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát,0,0.99
thị phượng,0,0.95
nhức đầu cực,0,0.99
này là cs người theo nên nhức đấy,0,0.94
không phải tâm hồn không trong sáng nên nghe ms khó chịu đấy ạ,0,0.92
trc mik cx cs bị nên hiểu ạ thầy cx nói,0,0.99
người có tà khí à,0,0.93
không má,0,0.98
s nghe cuốn dữ vậy bây,0,0.99
vậy là bạn có duyên với phật rồi đó,0,0.99
nghe hay lắm nha,0,0.99
tui nghe cuốn với không có bị cái gì hết á,0,0.98
tui nghe thấy cuốn nek,0,0.98
tôi cũng vậy,0,0.95
cuốn thật,0,0.99
sao tui nghe nó hơi nhứt đầu sao á,0,0.97
còn nghe đau đầu quá,0,0.97
kiểm tra lại xem nhé.dấu hiệu không tốt.cố gắng kiên trì giữ giới nhé,0,0.98
"mới đầu mình nghe cũng thấy rùng mình và khó thở, bạn phải tịnh tâm, tâm luôn hướng về phật nghe nhiều sẽ thấy dễ chịu",0,0.99
chú lăng nghiêm phù hộ con thi đậu chứng chỉ tiếng anh,0,0.99
ok con. bao đậu.,0,0.95
s r b,0,0.95
chx có kết quả nx bn ơi,0,0.98
có chua có chua,0,0.95
mình đậu r,0,0.99
sao bạn còn nôn hơn mình vậy nè,0,0.97
đau cóo,0,0.95
đậu r bn,0,0.99
chúc mừng nhaa d,0,0.99
"nam mô lăng nghiêm hội thượng phật bồ tát , sao con nghe chú này ngực con nặng và cảm thấy khó thở vậy ạ",0,0.98
mình nghe lại rất thích,0,0.99
nghe lâu là hết á,0,0.98
bạn phải tịnh tâm trước khi nghe. trong đầu luôn nghĩ về phật thì sau một thời gian sẽ hết thôi,0,0.99
thg nào nghe mà đau đầu như tôi ko?,0,0.92
đau đầu là đang có vong theo,0,0.9
..t đau đầu..,0,0.97
ê sợ nha,0,0.98
ê đừng nói vậy đang đau đầu vậy khó thở,0,0.97
nghe sợ vậy má:,0,0.96
tôi có vong theo kìa,0,0.9
tôi theo đó,0,0.92
bn đau đầu chắc do tâm bn chx tịnh,0,0.98
có vong theo á b,0,0.9
con nghe đau đầu là bị j ạ,0,0.98
ý là tôi không phải là người hả bn,0,0.95
nghe nhiều sẽ hết thôi. loại bỏ thứ không sạch sẽ sẽ nhẹ nhõm,0,0.98
có..,0,0.95
"ko, rất tịnh tâm",0,0.98
cô bé tóc xanh ᡣ𐭩 dâu đầu quá m oi,0,0.96
nghiệp nặng á nge nhìu vô,0,0.93
đau ai mượn coi ?,0,0.85
chú lăng nghiêm cho ông bà bố mẹ cháu hết nợ ạ,0,0.99
vía xin,0,0.98
chú lăng nghiêm cho con đỗ nv1 ạ,0,0.99
:mong chú lăng nghiêm cho con thi cúi kì tất cả các môn điểm cao ạ,0,0.99
nam mô chú lăng nghiêm cho con lên lớp ạ,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. vạn sự tùy duyên chúc bạn may mắn,0,0.99
"nam mô a di đà phật, con xin cầu nguyện kinh chú lăng nghiêm phù hộ cho con trai của con có visa đi du học canada thuận buồm xuôi gió",0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát chúc bạn vạn sự như ý,0,0.99
"mong chú lăng nghiêm tiếng anh 10, tiếng việt 10, toán 10,âm nhạc tốt, mĩ thuật tốt ,thể dục tốt",0,0.99
và được giấy khen học sinh xuất sắc và lên lớp ạ,0,0.99
ôi giồi ôi,0,0.98
tôi sợ cái bl đau đầu khó thở chóng mặt qw,0,0.95
không dám xem hết,0,0.95
mọi người cho mik hỏi tại sao khi nghe là lại bị khó thở vậy a,0,0.97
do tâm chưa tịnh đó bạn . nghe nhiều lần sẽ đỡ để loại bỏ thứ không sạch sẽ đeo bám,0,0.96
e cảm ơn ạ,0,0.99
chú lăng nghiêm cho con học sinh giỏi a con cảm ơn,0,0.99
con cảm ơn,0,0.99
nghe cứ bị run người vs cả nhức đầu chóng mặt á,0,0.95
có người âm theo bạn. nghe mổi ngày sẽ không sao hết,0,0.92
tui cũng như bạn nhưng chỉ đau đầu,0,0.95
vậy thì bạn nghe nhìu vào,0,0.96
có vong theo r đó bn,0,0.92
có vong theo r đó bàa,0,0.92
tui nghe bị rung người th,0,0.95
chào tôi của 3 tháng trc,0,0.98
mik bị run tay,0,0.95
mong chú đại bị cho con tiếng anh được 8đ ạ,0,0.99
cố rắng đi,0,0.98
fl chéo hông mèo,0,0.9
ước khỏi ốm,0,0.99
chúc bạn vạn sự như ý,0,0.99
con cảm ơn ạ,0,0.99
khi tôi găp ma,0,0.98
tôi nghe bthuong nè,0,0.98
thiệt,0,0.98
tại mấy con kia không cs ns cs để ngta thấy chúng nó ngoan á,1,0.85
tôi nữa,0,0.98
chú lăng nghiêm cho con xin vía điểm cao,0,0.99
chú lăng nghiêm để diệt ma quỷ chứ có phải để khai mở trí tuệ đâu,0,0.97
ké..,0,0.95
ké ạ nam mô a di đà phật,0,0.99
"con xin thành tâm cầu nguyện hồi hướng công đức tu tập niệm phật trì chú đại bi đọc kinh nghe kinh giữ giới sắm hương hoa cúng dường bố thí làm việc thiện nguyện cho các vị oan gia trái chủ được siêu thoát sanh về tây phương cực lạc không còn bị đoạ đày chịu đau khổ ở cõi địa ngục ngạ quỷ súc sanh nguyện cho bá tánh các chúng sanh trên thế giới luôn luôn được bình an mạnh khỏe tránh dữ làm lành hướng về phật pháp tu tập nghe lời phật dạy,nguyện hồi hướng cho ông bà tổ tiên gia tiên cửu huyền thất tổ nhiều đời nhiều kiếp hai bên cha con cha chồng anh chồng con được siêu thoát sanh về tây phương cực lạc không còn bị đoạ đày chịu đau khổ ở cõi địa ngục ngạ quỷ súc sanh,nguyện cho mẹ con mẹ chồng hai người dì luôn luôn bình an mạnh khỏe sống lâu trăm tuổi.nguyện cho gia đình nhà họ nguyễn hai bên anh chị em con cháu luôn luôn hòa thuận ai ai cũng mạnh khỏe bình an hiểu biết về phật pháp tránh dữ làm lành nguyện bệnh viêm phế quản bệnh động kinh con sớm được hồi phục cho con sống bớt tham sân si hiểu rằng:nghiệp thì cứ trả phước thì cứ gieo đạo thì cứ tu mọi chuyện để thuận theo tự nhiên con nguyện đời đời kiếp kiếp có duyên với phật ăn chay tu tập nghe lời phật dạy nghe thầy giảng pháp tiếp tục trên con đường học đạo.nguyện các vị oan gia trái chủ giữa mẹ con và vợ chồng con đều được hóa giải.nguyện các vị oan gia trái chủ gia đình hai bên đều được hóa giải.nguyện cho chồng con tên nguyễn văn nhớ 36 tuổi thay đổi tính tình tu chí mần ăn yêu thương vợ con có hiếu với gia đình hai bên quay về tam bảo hướng về phật pháp tin sâu nhân quả nguyện vợ chồng tự kiếm tiền sinh sống luôn luôn gặp nhiều may mắn thành công nguyện vợ chồng con sinh được một bé trai một bé gái khôi ngô tuấn tú xinh đẹp thông minh hiền lành ngoan ngoãn lễ phép có hiếu với ông bà cha mẹ nguyện vợ chồng con cái hướng về phật pháp tiếp tục trên con đường học đạo cuộc sống hôn nhân hạnh phúc viên mãn nghiệp duyên tiêu trừ thiện duyên tăng trưởng.nguyện lời cầu nguyện của con sớm được toại nguyện như ý con muốn. nam mô thiên thủ thiên nhãn vô ngại đại bi tâm đà la ni nam mô phật mẫu chuẫn đề thần chú nam mô quan thế âm bồ tát nam mô đại nguyện địa vương bồ tát nam mô a di đà phật",0,0.99
thầy ơi cho con lên lớp với ạ,0,0.98
nghe chú hay kinh tôi đều phải đeo tai nghe mở lớn hết cở để tập trung nghe rõ từng chữ mới được,0,0.98
đã vậy còn phân tích xem chứ đó đọc làm sao nữa,0,0.98
"khó thở, buồn ngủ và run sợ là sao ạ mong thầy trả lời con",0,0.97
daa,0,0.98
vào phi phai chơi đỡ luôn pro ạ,0,0.95
"chú lăng nghiêm con cầu cho gia đình bình an, con lên lớp, chúng sinh bình an ạ",0,0.99
chú lăng nghiêm cho con xin vía toàn 10 điểm,0,0.99
nam mô a di đà pháp,0,0.99
"để con ráng học phật ơi, phật độ con",0,0.99
chú này remix rồi,0,0.98
mà quỷ không sợ mà tôi sợ,0,0.97
tui cũng z sợ z,0,0.98
"ê ké,sợ quá chừng",0,0.98
có sợ ạ,0,0.99
tui bị nhưcdau,0,0.98
nghe quài thấy quen thôi bạn ạ,0,0.99
tôi thấy bth vậyy,0,0.99
cái đó giúp j vậy ạ?,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát chú lăng nghiêm tâm linh thôi bạn. chúc bạn may mắn,0,0.99
dạ c.ơn,0,0.99
chú lăng nghiêm cho con lên lớp,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. chúc bạn chăm ngoan học giỏi,0,0.99
mong chú lăng nghiêm cho con thi được điểm cao được giấy khen ak,0,0.99
nam mô a di đà phật chú lăng nghiêm cho con điểm cao,0,0.99
kb lại đv không,0,0.95
iibon_8,0,0.9
kb lại vs tui ik,0,0.95
tui nek,0,0.98
"chú lăng nghiêm cho con lên lớp đi ạ, cho con khỏi thi lại ạ",0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát chúc bạn may mắn,0,0.99
mọi người oi chú lăng nghiêm nói cái jv a hỏi thiet,0,0.99
kinh phật: tiếng phạn do pháp sư tây tạng đọc,0,0.99
à to cam on:,0,0.99
mong chú lăng nghiêm giúp con lên lớp và nhận được nhiều giấy khen ạ,0,0.99
mong phật giúp con có được các môn đều 9 đ,0,0.99
"phải tự học,muốn ước muốn cầu thì chỉ cầu cho đầu ốc sáng suốt,thông minh,còn việc điểm số thì tự lượng sức mình,không ai cho mình cuộc sống tự mình đi nha",0,0.99
đúng rồi,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. chúc bạn may mắn,0,0.99
chú lăng nghiêm hãy cho con được học sinh xuất xắc,0,0.99
mong chú lăng nghiêm cho con cuối kì toán vs tiếng việt điểm cao ạ,0,0.99
con nữa,0,0.98
cầu mong chú lăng nghiêm choo con được hsg,0,0.99
kinh lăng nghiêm,0,0.99
chú lăng nghiêm cho con lên lớp và điểm thi cao,0,0.99
h tôi hiểu sai thanh nhi sợ r,0,0.97
nam mô lăng nghiêm hội thượng phật bồ. kinh lăng nghiêm,0,0.99
con ước lên lớp ạ,0,0.99
đi học bài lẹ,0,0.98
nam mô lăng nghiêm hội thượng phật bồ tát. tâm chú thủ lăng nghiêm,0,0.99
chú lăng nghiêm cho con gia đình sung túc tiền vô như nước ba mẹ khoẻ mạnh học giỏi hơn ạ,0,0.99
chú lăng nghiêm cho con xin lên lớp và điểm cao,0,0.99
tâm chú thủ lăng nghiêm chú lăng nghiêm,0,0.99
nam mô chú lăng nghiêm hội thượng phật bồ tát,0,0.99
thần chú uy lực nhất chú lăng nghiêm,0,0.99
chú lăng nghiêm cho con học tốt,0,0.99
chú lăng nghiêm cho con thi tốt học hành xuất sắt,0,0.99
chú lăng nghiêm cho con nhận giấy khen học sinh xuất xắc ạ,0,0.99
không hc bài thì lấy đâu ra giấy khen,0,0.98
học đàng hoàng má mà bị một tám một điểm bảy rồi sợ không nhận giấy khen,0,0.95
chú lăng nghiêm con cầu mong được học giỏi xuất sắc ạ,0,0.99
a di đà phật ạ,0,0.99
chú lăng nghiêm cho con đỗ kì thi tới 15 5,0,0.99
chúc bạn may mắn,0,0.99
mong chú lăng nghiêm trong cho con được lên lớp và được giấy khen,0,0.99
chú lăng nghiêm cho con được học sinh giỏi ạ,0,0.99
con mong phật sẽ cho con 9 và 10 để được giấy khen ạ nam mô a di đà phật,0,0.99
nguyện cầu chú lăng nghiêm cho con đạt học sinh xuất sắc ạ,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. chúc bạn vạn sự như ý,0,0.99
chú lăng nghiêm cho con đậu tuyển sinh 10,0,0.99
chú lăng nghiêm là câu thần chú mạnh nhất để xua đuổi vs áp chế ma quỷ mak,0,0.98
j vậy ba,0,0.95
chú lăng nghiêm cho con qia ải thi cuối kỳ 2,0,0.99
vâng cảm ơn ạ,0,0.99
a di đà phật cho con lên lớp,0,0.99
khó coi,0,0.95
chú lăng nghiêm chúc bạn vạn sự như ý,0,0.99
ê nghe sợ kinh này á,0,0.97
chú lăng nghiêm phù hộ cho gia đình con được koer mạnh bình an và con học giỏi thi tốt ạ,0,0.99
nam mô a di đà phật kinh lăng nghiêm,0,0.99
mong tiền vô như nc,0,0.98
chú lăng nghiêm cho gia đình con trúng số độc đắc ạ,0,0.98
chú lăng nghiêm cho con học giỏi,0,0.99
nam mô bổn sư thích ca mâu ni phật nam mô a di đà phật,0,0.99
chú lăng nghiêm cho con học giỏi ạ,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. chúc bạn công thành danh toại,0,0.99
ké nha ạ,0,0.95
mong chú lăng nghiêm cho con lên lớp với được giấy khen,0,0.99
"chú lăng nghiêm phụ hộ cho gia đình con mạnh khoẻ , và cho con học giỏi",0,0.99
chú lăng nghiêm phù hộ cho con lên lớp,0,0.99
chú lăng nghiêm cho con lên lớp được học sinh giỏi,0,0.99
mong chú lăng nghiêm cho con được hsg,0,0.99
thế phải đọc tụng kinh bát nhã,0,0.98
nam mô a di đà phật chú lăng nghiêm cho con thi được điểm cao,0,0.99
chú lăng nghiêm cho con điểm cao và khỏe mạnh ạ,0,0.99
chú lăng nghiêm cho con học sinh giỏi,0,0.99
mong chú lăng nghiêm cho con lên lớp bố.mẹ khoẻ.mạnh ạ,0,0.99
cho con có giấy khen ạ nam mô,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. kinh lăng nghiêm,0,0.99
:mong chú lăng nghiêm trong con lên lop với được giấy khen,0,0.99
chú lăng nghiêm cho con lên lớp ạ,0,0.99
"con rất cố gắng trong mỗi lần thi, nhưng bth con rất hay chơi đt nhiều, mong chú lăng nghiêm cho con học tốt hơn và chăm chú vào học tập ạ",0,0.99
chú lăng nghiêm cho con lên lớp đi ạ nam mô a di đà phật,0,0.99
nam mô a di đà phật cho con toán 10đ,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát. chúc bạn thành công,0,0.99
chú lăng nghiêm cho con xin vía đậu tốt nghiệp và đậu tuyển sinh,0,0.99
"nam mô a di đà phật cho con luôn học giỏi và hiểu bài các móng làm bài nào cũng đúng hết thi thì được 8,9,10 điểm hết các môn cơm thi ạ và gia đình mạnh khỏe hạnh phúc nếu phật thấy tâm con tốt thì sẽ làm ạ nam mô a đi đà phật",0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát chú lăng nghiêm chúc bạn thành công,0,0.99
con cảm ơn thầy,0,0.99
nam mô chú lăng nghiêm hội thựng bồ tát,0,0.99
thần chú uy lực nhất,0,0.98
nam mô a di đà phật chú lăng nghiêm cho con giấy khen và lên lớp ạ,0,0.99
chúa lăng nghiêm cho con lên lớp ạ,0,0.99
chịu r,0,0.99
chú lăng nghiêm cho con học giỏi và có giấy khen ạ,0,1.0
chú lăng nghiêm cho con hơn 9 và lên lớp với ạ,0,1.0
nam mô lăng nghiêm hội thượng phật bồ tát chúc bạn thành công,0,1.0
mong chú lăng nghiêm cho con được hs giỏi ạ,0,1.0
chú lăng nghiêm cho con hsg cuối kỳ 2 ạ,0,1.0
mik được hẳn hsxs luôn,0,1.0
chú lăng nghiêm cho con lên lớp và học giỏi thầy cô dễ,0,1.0
"chú lăng nghiêm cho con xin gia đình êm ấm hạnh phúc người thân mạnh khoẻ , làm ăn thuận lợi , công việc suôn sẻ",0,1.0
con thành tâm xin vía chú lăng nghiêm cho con thành công trong học tập và sự nghiệp sau này,0,1.0
nam mô a di đà phật nam mô a di đà phật sticker,0,1.0
mong chú lăng nghiêm cho con được giấy khen và lên lớp,0,1.0
chú lăng nghiêm cho ba con vượt qua bệnh tật,0,1.0
nam mô a di đà phật chú lăng nghiêm cho con lên lớp ạ!,0,1.0
ê nghe xong cái lưng nhẹ hẳn,0,0.98
mình đạo công giáo amen,0,1.0
cầu xin cho con đỗ nguyện vọng 1 ạ,0,1.0
anh việt đi lạc,0,0.95
triệu hùng:chú lăng nghiêm cho con lên lớp,0,1.0
xin vía chiều nay thi hsg đậu ạ,0,1.0
"chú lăng nghiêm cho con lên lớp giadinh bình an, giàu có",0,1.0
"chú lăng nghiêm cho con học giỏi gia đình mạnh khỏe ,nam mô a di đà phật",0,1.0
chú lăng nghiêm cho con tất cả các môn được điểm cao,0,1.0
nam mô a di đà phật cầu mong cho con được điểm tốt các môn trong kì thi,0,1.0
giúp con xui đuổi tà ma,0,0.95
chú lăng nghiêm cho con lên lớp và đạt học sinh xuất sắc ạ,0,1.0
cho con thi kì 2 học giỏi,0,1.0
dạ con c.on ạ,0,1.0
năm mô a di đà phật,0,1.0
ủa người quen,0,0.99
ủa ủa,0,0.99
haha,0,1.0
chú lăng nghiêm cho con được tất cả các môn trên 9 và đỗ cấp 2 theo đúng nguyện vọng với ạ,0,1.0
mong chú lắng nghiêm cho con lên lớp và được giấy khen ạ,0,1.0
chú lăng nghiêm cho con được hs giỏi ạ,0,1.0
chú lăng nghiêm cho con lên lớp qua kì 2,0,1.0
chú lăng nghiêm cho con và gia đình bình an ạ,0,1.0
nam mô a di đà phật cho con giấy khen học sinh giỏi,0,1.0
chú lăng nghiêm cho con thi đều 10điểm,0,1.0
mong chú lăng nghiêm phù hộ cho con thi được cấp 3 công lập ạ,0,1.0
nam mô chú lăng nghiêm hội thượng phật bồ tát nam mô kim cang tạng bồ tát ma ha tát,0,1.0
chú lăng nghiêm ơi cho con là ma giả gà gáy không còn gần con nx ạ,0,0.95
tôi đang nghe vừa khó thở mà tay tôi cứ xoay vòng tròn á,0,0.98
"nam mô a di đà phật, vang thế âm bồ tát nam mô a di đà phật.",0,1.0
"mong chú lăng nghiêm cho kì 2 này còn full 10đ,gđ nhiều tiền, và bố mẹ mạnh khỏe ạ",0,1.0
mong chú lăng nghiêm phù hộ cho con thi được điểm cao cuối kì 1,0,1.0
chú lăng nghiêm cho con 10 điểm toán và 10 điểm tiếng việt,0,1.0
nam mô a di đà phật chú lăng nghiêm cho con lên lớp.,0,1.0
chú lăng nghiêm chúc bạn may mắn và bình an vạn sự như ý,0,1.0
"mong chú phù hộ cho gia đình con làm ra tiền , hạnh phúc lâu năm ạ",0,1.0
chú lăng nghiêm cho con lên ạ,0,0.99
nghe lần hai mới dễ chịu,0,0.99
nam mô phật cho con lên lớp,0,0.99
cho con lên lớp ạ năm mô a di đà phật,0,0.99
chúc bạn vạn sự như ý muốn,0,0.99
nam mô lăng nghiêm hội thượng phật bồ tát tâm chú thủ lăng nghiêm,0,0.99
cầu mong chú lăng nghiêm cho con đạt hs giỏi và đỗ nv1 trong năm tới và thành công trong tương lai ạ,0,0.99
chú lăng nghiêm cho con 10 điểm toán,0,0.99
