text,label,confidence
aucun raport mdr,0,0.95
1 pour lire de la dr mais tôi as vu des étoiles toi,0,0.95
hebe nmepnxixnensnk,1,0.95
ê cari giống,0,0.95
hiểu s nhà chị to r,0,0.95
ik,0,0.95
like a stret or parking lot,1,0.95
ê chị mia lê xinh quá dị,0,0.95
hàng có bên nhật bản không ạ,0,0.95
thanks,0,0.95
esperemos que crezca tendrá que ser adobado de croqueta con pechuga de polo,1,0.95
lf god plants godly or secret,0,0.95
𓆝 𓇼 chỗ này đẹp vãi,0,0.95
fun phóp phin,0,0.95
trade tui,0,0.95
chị ơi cho e hỏi sữa rửa mặt cerave mấy tuổi mới dùng được ạ,1,0.95
hey,0,0.0
lần đầu thấy con trai đẹp mà chăm vậy á chả bù cho bn con trai lớp mik,0,0.0
bước từ txvt ra à,0,0.0
yeah mate on it every day,0,0.0
چقد وایب خوبی میده خونش,0,0.0
bi,0,0.0
heh,0,0.0
k chuẩn men luôn,0,0.0
grek,0,0.0
안녕하세요 만나서 반가워요,0,0.0
hahahahah big problem it be easier bro,0,0.0
i laugh so hard cause of the bread i forgot the name,0,0.0
mình bị bên tiki hơn 70tr may còn lấy lại được sợ,0,0.0
like tư duy này,0,0.0
2 triệu 1 tháng tiêu kiểu j,0,0.0
ảnh t2 tôi cười điên,0,0.0
nonton nya dimana,0,0.0
ốm nha,0,0.0
ra đời kiểu gì cũng gặp mấy tôi kiểu này,0,0.0
my path my results,0,0.0
đà lạt quán mình ngon lắm bạn,0,0.0
dapat lang hahahahaha,0,0.0
tui dg làm nhà nước nên sợ gọi lên sếp,0,0.0
thế theo bạn ăn cây gì để không bị phun thuốc,0,0.0
tại công việc chị không áp dụng chứ mấy ngành điện tử viễn thông it vẫn dùng chứ phải không dùng đâu,0,0.0
how,0,0.0
whats is he doping,0,0.0
muito linda,0,0.0
cambiando mi fyp,0,0.0
de paris vous vous cachez à paris alors,0,0.0
ه,1,0.95
ê cái mở bài khủng bố lòng người,1,0.88
đẹp quá,0,0.95
same it s glitchy ben going on for weks yesterday was realy bad,0,0.95
450 được không a,0,0.95
о господи,0,0.95
俺だったら恥ずかしいけどなーまあ人それぞれだよねw w w w,0,0.95
sory bro,0,0.95
such a perfect caption,0,0.95
1m8 mặt được không ạ,0,0.95
if u did it tag me as wel pls,0,0.95
tapi dia g ganteng kak,0,0.95
cry about it no one is just gona put i video saying met op,0,0.95
cliam đón nhận may mắn nhiều tài lộc nhiều hạnh phúc nhiều sức khỏe đến với tôi cực mạnh,1,0.88
đã lâu lắm r mình mới nói cho người khác biết mình đau ntn vì thật sự quá đau nhưng rồi càng nói ra càng bất lực,0,0.95
tôi là gia súc ạ,1,0.88
nguyn,0,0.95
i love the recipe thanks,0,0.95
great idea i wil try it,0,0.95
ai lm gi m,0,0.95
lanjut tanya mana bang,1,0.95
claim 8,1,0.95
wonderful,0,0.95
本物で草,1,0.95
còn lưu lại đủ hóa đơn chuyển khoản thì chủ động nhắn qua cho em chỉ cho cách mà lấy lại về cho,0,0.95
tdk ada yg tau akhir kehidupan smoga kita kembali dalam mengingat alah swt,1,0.95
quá tốt nhưng lúc làm quên hết luôn,0,0.95
o gato tirou print,1,0.95
ch loag được,0,0.95
si amiga,0,0.95
naging tirahan người bubuyog,1,0.95
chị ơi chị có thể share về ctrinh volunter này không,0,0.95
fr fr,0,0.95
kopi kalo di kasih gula kan manis,0,0.95
why would it mater,0,0.95
love iskal dpe body,0,0.95
thèm quá shop,0,0.95
ôi ôi ôi cha,0,0.95
con qué programa hacen este tipo de animaciones,0,0.95
your baby what did the baby do is he stewie,1,0.95
dìm con xinh khổ thế đấy,1,0.95
cơm ngon miệng nhé anh,0,0.95
l aspirapolvere dyson,0,0.95
e,0,0.95
ly lý thales,0,0.95
bạn phải biết là ai làm gì live được ạ với lại lúc bả nhờ bà xoay cam rất bình thường không có dấu hiệu ai luôn á vô ai cũng spam ai bả không bán được hàng giải thích mấy lần vẫn cứ spam cho bả bất lực bả khóc,1,0.95
big in japan,0,0.95
ไม ๆ,0,0.95
tôi ở st,0,0.95
me to o,0,0.95
mì gói đắng á,1,0.95
loks so delicious,0,0.95
con hermanitos,0,0.95
trời ơi,0,0.95
non va regarder aura ta réponse,0,0.95
how can i get one,0,0.95
ok,0,0.95
mê xe này hả uyên,0,0.95
gen on tiktok,0,0.95
i find that egplant has like no taste when it s coked,1,0.95
now i can do it,0,0.95
hacker vs scamer,1,0.88
t,0,0.95
if only they explained thi in schol,0,0.95
ké bòa ơi,0,0.95
قول بسم اله الرحمن الرحيم ولا تخاف اله معنا في كل شي ياحبيبي و انشاء اله يدخلك جنه الفردوس الاعلى يارب و بتوفيق,1,0.88
tui không bỏ được nó là thói quen ròi,0,0.95
mầy hây quá giám nhúc nhích thử côi mai hoàng thế nào trường thắng là cái gì,1,0.88
như này mà vẫn không chịu bỏ nhau nhỉ con cái ở trong nhà cứ nghe ba mẹ cãi vậy quài cũng mệt chứ,0,0.95
tiêu cực lên bạn ơi,1,0.88
nghe vâng dạ bé ơi là thấy mùi tráp roài,1,0.95
cảnh đẹp nên thơ,0,0.95
kiểu j,0,0.95
right,0,0.95
в переводе,0,0.95
nonton njir perasan cmn manga h,0,0.95
bí mậc hihi,0,0.95
ياخي واله اسف,0,0.95
tôi nể ông rồi mạnh thật,0,0.95
totalement d acord avec toi j ai comencé à lire yaoi très jeune et ça m a vraiment impacté sur certaines choses,1,0.95
outo click,0,0.95
fale,0,0.95
0,0,0.95
tôi 303 bông bị thằng dubai,1,0.88
hel way fear to alah,0,0.95
yêu con,0,0.95
nhà tôi 5 đứa,0,0.95
musíme zapít toho alcaraze jeste,1,0.88
định mệnh đưa 2 ta đến với nhau,0,0.95
me senti acolhida,0,0.95
bhai whatap number send kro,1,0.95
hermano tanjiro,0,0.95
mâu thân 1968,0,0.95
b ơi cho mk xin facebok thầy tùng với ạ,0,0.95
thầy em nói thầy ở dơ à,1,0.95
это мой стиль,0,0.95
bộ das bao nhiêu ạ,0,0.95
ขอบค ณกำล งใจด ๆนะคะ,0,0.95
calim hoan hỉ đón nhận ạ,0,0.95
cute,0,0.95
right it slikestepingintoadreamorsomething can twaitoseit,0,0.95
ngọc lan này thì khác bài đấy chỉ ghét thôi cũng có một người như chỉ cụt một tay một chân thôi như người đấy ở nơi khác,0,0.95
dọ,1,0.88
si esos likes tuviese en mis videos de tik toks jsjsjaja,0,0.95
tin tôi đi ngừoi lớn không khác j đâu,0,0.95
thì là hạt chia chứ gì,0,0.95
i love it your energy is everything,0,0.95
mấy bà đi diễn xiếc à,0,0.95
_ tyson,1,0.88
nó giup m không bị say nguội qua hôm sau thôi chứ nhậu không sỉn là không phải,0,0.95
amén y amén,0,0.95
my teamate always criticizes me always fights with me i always do the best i can but the fotbal teacher won tôi put me in the starting lineup even though i do everything i can,1,0.88
hèn chi thấy học được được,1,0.88
được không bạn tại tui đang cần,0,0.95
early,0,0.95
hoan hỉ đón nhận may mắn,0,0.95
đồ đẹp người cũng đẹp tô điểm cho nhau nhìn đã mắt dã mần,1,0.88
khả năng không nhưng lịh sử cuộc gọi kể cả bạn không lưu tên hay xóa nó vẫn boets,1,0.88
figure aside rhythm clean and precise the stils were kiler to,0,0.95
đây,0,0.95
hay,0,0.95
do u eat bagels with sour cream,0,0.95
あせった,0,0.95
bt ngay mà,0,0.95
does it works with the relx pods,0,0.95
wel i mean he s the main character and buly in the show so,0,0.95
bọn m nghĩ j cho lắm vậy tóm lại là sinh đôi,0,0.95
padayon,0,0.95
this is the funiest gorila tag video i ve sen in years,0,0.95
my mom cuts her fingernails at night nothing hapened,0,0.95
chị ơi có đau không ạ,0,0.95
luật sư hài nhất mà con từng biết,0,0.95
anh,0,0.95
có tiền trước rồi mình vô chùa bỏ tiền tích đức cx được,0,0.95
qua thời kì đồ đá tí,0,0.95
sao ông biết lãi nặng có phải bạc 30 hay 60 gì đâu đây là lãi theo quy định nhà nước có mấy phần trăm thôi không quá 20 năm,0,0.95
seo đã zậy bà,0,0.95
hahahahahaha,0,0.95
tập luyện kết hợp ăn nhiều,0,0.95
anime nameလ ဟ,0,0.95
thế bạn đã bị một đám mình chơi cùng rồi mình làm một đứa hay bực khóc thì bạn có bị chủi không,1,0.95
money ethics is a parental responsibility teachers are always the easy out for life defining idiocy,1,0.88
skyline more of,0,0.95
13 13 13h make em được không chị em ở emart gò vấp ạ,1,0.88
alhuakbar,0,0.95
hỏi ôg này là ai vậy,0,0.95
el taekwondo no tiene defesa con las manos o brazos x eso las patadas legan a la cara,1,0.88
haha which one,0,0.95
tìm kiếm ấn độ mukbang sạch,0,0.95
quen nhà lầu,0,0.95
bạn có thể làm đơn trình báo trực tiếp tại công an phường hoặc cơ quan công an mạng,1,0.95
jaja y tu no,0,0.95
dạ vag mik cảm ơn nhé,0,0.95
come here and i take care of you,1,0.95
có bầu,0,0.95
ตามาด วยเช นก น5,1,0.95
i m david wil i get out of my dead end job and find suces son,1,0.95
nafas 5 meter kan,0,0.95
omg karen its me jesica your confused on the vid same here,0,0.95
bạn dám nói là không ăn tỏi bạn không có mùi đó điko có mới lạ,1,0.95
ꮑꮆꭿ ꮼ ꮸꮋꮼ ꭿ,1,0.95
tôi mua ở mkd hơn 70 m ơi,1,0.95
ai hỏi,0,0.95
comenting to save this fyp,0,0.95
i m hoping but not expecting,0,0.95
o cara literalmente escapou de perder a luta ali mesmo,0,0.95
cô thư kí và anh sếp may mắn,0,0.95
о вы абсолютно правы,0,0.95
you wil slep deper,1,0.95
pogi ni binsoy ah,0,0.95
chuyện lâu r á mà muốn nghe không kể cho,0,0.95
tại tay tôi bị tím nên tôi quên,0,0.95
pwede po ba gamitin,0,0.95
mantap editanya,0,0.95
được hả bro,0,0.95
_ bro,0,0.95
çok anlamlı,0,0.95
no it started with a freaking air brush for a skincare the helicopter was reasonable,0,0.95
i reposted it,0,0.95
기침할뻔 했는데 프사보고 멈춤 ㅋ,0,0.95
hack đẹp chứ người âu mà đẹp giữ za,1,0.95
chỉ cần còn bil ck đúng sự thật thì mình chỉ chỗ cho mà khai báo xem có thu hồi được cho không nhé,1,0.95
x2 xd,0,0.95
amen brother,0,0.95
ty,0,0.95
bakit bawal ba umiyak ang tôi,0,0.95
bisa banget tukang edit,0,0.95
dri myt kadaver,1,0.95
òm,0,0.95
hope you re doing beter now fel fre to mesage me,0,0.95
meraviglioso,0,0.0
cứ,0,0.0
aye yo,0,0.0
j dạy chị,0,0.0
di nga makalusot,0,0.0
hm sticker,0,0.0
mà không đeo bao tay và rủ toi,0,0.0
me puedes dar un racon pls,0,0.0
tôi rất dễ khóc vì tôi rất tự ti,0,0.0
why so short,0,0.0
tôi là quỳnh anh,0,0.95
i m sory i don tôi have facebok acount,1,0.88
im so sory girl,0,0.95
nice,0,0.95
pense que era real,0,0.95
thảo,0,0.95
làm không được,0,0.95
these kids nowadays,0,0.95
có video giai trong kênh nè b,0,0.95
muốn không bị lệ thuộc vào ai thì mình phải lm chủ ai thầy cô nào cũng sẽ định hướng cho hs nhưng nhiều bạn cẩu thả buông lơi và lạm dụng ai quá nhiều sau này bộ não sẽ lười và lười bạn sẽ thấy hậu quả luôn và ngay,1,0.88
tôi đã dừng video để đọc coment và biết mình sắp bị rich rol nên tôi đã lướt đi,0,0.95
học sinh bên kia kiểu,1,0.88
staying on this side of tiktok,0,0.95
que buscas por moth,0,0.95
xin công thức nước chấm anh ơi,0,0.95
pilu rasanya ingat masa kecil k,0,0.95
nhà đẹp quá bạn,0,0.95
нє він практично йому нічого не зробив,1,0.88
sĩ cho,0,0.95
chứ mấy câu kiến thức nói lmj,0,0.95
thất bại của thằng đàn ông là được khen dễ thương,1,0.95
mặn thì thôi nhé,0,0.95
かわい,0,0.95
፱ купон отменяющий всю фигню из коментариев цена один лайк ፱,1,0.95
omg,0,0.95
nah,0,0.95
ngầu,0,0.95
они на 4 курсе,0,0.95
it s the yogurt does nobody know anything about nutrition,1,0.95
ich markiere mir nur bedeutende ausagen sprüche oder sachen die ich mir noch mal anschauen wil weil sie eine schöne ausage situation haben,0,0.95
công an nào ăn mặc như này,1,0.95
sc 2017 hsc 2019,1,0.95
i cant mesage anyone on tiktok,1,0.95
3,0,0.95
kindly tel me ap name,0,0.95
akala không kasi maraming malamig na bangkay sory mali ako,1,0.95
me hay,0,0.95
i enjoy watching this video so much it makes my day brighter,0,0.95
siento q así se ve darckmarie,1,0.95
siêu mẫu,0,0.95
xem được yt không shop,1,0.95
xfinomb,1,0.95
lan,1,0.95
mình phải đi hóng mấy ni nì,1,0.95
thanks,0,0.95
mustang alto auto,0,0.95
lướt tiktok,0,0.95
ジョッキ使うね,1,0.95
bạn ấy bộc bạch nỗi lòng đâu cần bạn đọc hay rep đâu nhỉ mắc cười thật á,1,0.95
cry,0,0.95
cưng quá,0,0.95
kệ mày,0,0.95
嘘です知りません,0,0.95
las mujeres no son para golpearlas o hacerlas sentir mal son para amarlas y quererlas mucho y siempre se deben de respetar a las mujeres,1,0.95
giá tua 2 người sao ạ mk xin giá ạ,0,0.95
xem c để có động lực để giảm cân,0,0.95
yes nah,0,0.95
i claim it in jesus name,1,0.95
kak spil wo gymnya,0,0.95
chị nấu ngon quó thèm,0,0.95
alaye,1,0.95
mình nhận xem tarot phí fl nha,1,0.88
ổn nha,0,0.95
me,0,0.95
the lord ain tôi helping u in a digital game,0,0.95
thiệt hehe,0,0.95
em trả lời là yes được khum mọi người,0,0.95
về già thì sao,0,0.95
yêu vãi chưởng,1,0.95
1 việt hòa bị oan,0,0.95
rcm cho chỗ nào xem với,0,0.95
to get any wi fi pasword search beb6 on gogle open the first site and enter the network name the pasword wil show up,1,0.88
helo from cambodia,1,0.92
sama wep,1,0.95
ăn rau co giảng dạ dầy á mới ăn hết á,0,0.9
tôi cx vậy tn nhìn bả cx dth,0,0.95
az elsotol majd meghaltam,1,0.98
diễm quỳnh,0,0.95
peak content by swxft,0,0.95
hapy birthday in areas starmate,0,0.95
giỡn á không thích thì xin lỗi ạ,0,0.0
amen 1,0,0.0
bro i prefer reading than watching a movie tho,0,0.0
no ja tak pół paczki dzienie tylko,0,0.0
i think its a graph gear,0,0.0
no he s plural,0,0.0
không đóng phí trước còn bil giúp lấy lại nhắn tin chỉ cho,0,0.0
yo pensé ke solo yo siento esa o sueño estar ha un lugar así,0,0.0
chân gà có mùi j bt không mùi tiền,0,0.0
đẹt tốt,0,0.0
و لم ترين أمهم,0,0.95
da italiano la 9 è obligatoria,1,0.88
em ơi làm ơn giúp chị với được không c mất 6tr rồi,1,0.92
nhớ cái hồi cấp 3 ghê con gái mà không thích tham gia văn nghệ đá bóng cơ k,1,0.95
khủng bố của tương ớt và tương cà,1,0.93
cảm ơn bếp đã khen ạ,0,0.98
hola solo te quería preguntar si le puedes dar apoyo a mi último vídeo del cumpleaños,0,0.97
that s a nightmare honestly,1,0.96
ké ak,0,0.99
hiển,0,0.99
ايش اسم الكتاب,0,0.95
chưa biết ai là gà ai là thóc nha,1,0.88
ủa mới bt luôn vô tình lướt trúng video này luôn mà đt e có mấy kiểu thôi không có màu mè như này,0,0.95
nga ada badanya nga ada kakinya cmn kepala rmbut tangan nga ada bayangan nga duduk brti real,1,0.88
real 10,0,0.95
chắc rồi,0,0.95
vươn lên,0,0.95
ua sao kê chuyện nhà ngta lên đây chi,1,0.88
thịt sống cá sống kể cả ếch sống bọn nó còn hóc như đúng rồi thì trứng ăn thua gì với bọn nó,1,0.88
это еще приукрашено для наглядности,1,0.88
buly drawing,0,0.95
máy lock tải được không ạ,0,0.95
ổng đọc tên 12 con giáp luôn ghê thiệt,0,0.95
dạ,0,0.95
dari mata aku ni betul,0,0.95
si bro una disculpa no avía visto tu perfil que tienes a mike tyson la verdad no la cien es un nervio que al sumirlo es mortal ya que el guante se expande y se aplana al impacto y no puede sumirlo ya,0,0.95
nguyễn thành hợp,0,0.95
chịu luôn,0,0.95
aging due to some type of cel are no longer exist,0,0.95
danke universum,0,0.95
chóng hết cả mặt,0,0.95
chỗ tôi có thằng ca dơ kia đi dép doctor đi làm cà lết cà lết nhìn bầy hầy vãi được mấy tháng nó cút luôn rồi,1,0.88
ย าเลยไม ด คร บ จงทำส งท ด กว าน เถอะช ว ต,1,0.92
xin giá cả bộ,0,0.95
это водород гений,1,0.9
put your hans up and show me the pencil brand,1,0.95
scisor city here i come,1,0.92
nhìn bả cưng dzữ chời,0,0.95
j ya nos encontramos ahí entonces pue,1,0.9
i m m klo mi up,1,0.95
em chị tham gia trốn tìm lâm vlog à,0,0.95
big bang could ve ben the first cause is entropy and many other things didn tôi exist,1,0.88
واله صحيح,0,0.95
satu udang seribu masakan,0,0.95
oh so cute,0,0.95
gái xinh,0,0.95
có nhưng mà phải mất 1 tiếng đến 2 tiếng mới đỡ mồm nó khô hết vào nò đùn bọt trắng ra í,0,0.95
did you get stronger while being in a deficit or did you bulk before,0,0.95
we must do it bro,0,0.95
i ve watched so many ghost hunting videos i don tôi get scared it s uh prety scary,1,0.88
m là j của nó mà nói,1,0.95
làm ik mò,1,0.88
как называется трек,0,0.95
荒野最近対象年齢下げられたよね 主荒野民,1,0.88
yang waras 1 gua 2 guwa 3 gue 4 gw,1,0.88
inbox facebok tớ ạ sushi nosuke koi,1,0.88
yes is a rusian song,1,0.88
ảnh hồi nhỏ mờ đúng khôm,0,0.95
аплодирую стоя,0,0.95
mấy đứa biết từ cấp 3 đa phần toàn nhà giàu được định hướng tiếp xúc công nghệ từ sớm,1,0.88
ủa that hả thuong vay,1,0.95
not posible to have the same air,0,0.95
e rất hay đi xem bói và làm lễ ạ,1,0.95
3 meses y 1 mes su legas hasta el falo,1,0.95
aw pa,0,0.95
huhu,0,0.95
phong qua xe kế bên,0,0.95
cuộc gọi nhức răng là có thật,1,0.95
mấy thằng khôn lỏi lươn lẹo,1,0.95
pháp sư vn pham,0,0.95
hơi giống cj,0,0.95
rồi gương mặt ấy đáng thương hay đáng chửi,1,0.88
đây là chương trình tình nguyện quốc tế của aiesec nhen,0,0.95
phu nhân slad,0,0.95
chả hiểu sao mỗi lần xem video về du học là nổi hết cả da gà lên chắc phải cố gắng để đi thôi để đây làm động lực,0,0.95
wrong,1,0.88
odio morta,1,0.88
mungkinkah partikel itu berkesadaran,0,0.95
بعدكم سوا,0,0.95
hm y,0,0.95
không nên đánh đổi cả người miền nam miền tây tụi tui vào nhé chỉ có thành phần cali mới phân biệt vùng,0,0.95
my brother is dead because of bulying,1,0.88
you re hired we l se you in on glebusglorbus d,1,0.92
this is the way,0,0.95
tìm thấy r á hơi rắc rối xíu vào trung tâm hỗ trợ ấy bấm vào chat ghi là tôi không tìm thấy lịch sử xem lại của tik tok ai tik tok nó sẽ ghi cái ra cái phần trung tâm hoạt động click vào là được,1,0.85
𝒆𝒔 𝒑𝒐𝒓 𝒒 𝒍𝒂𝒔 𝒎𝒖𝒋𝒆𝒓𝒆𝒔 𝒔𝒐𝒎𝒐𝒔 𝒂𝒔𝒊,0,0.95
hâha,0,0.95
s thế c gth cụ thể được không ạ,0,0.95
me as an adult,0,0.95
anh mà xuống cửa lò em cho ăn cá 50 kg có ghẹ 45 50kg nữa,1,0.87
từ 10tr trở lên là khai báo thu hồi về được rồi,0,0.0
anjir knapa kamu tag aku,0,0.0
omg the first was about to explode,0,0.0
hạt chia hạt nhân,0,0.0
choco minto,0,0.0
3g mấy rồi đấy,0,0.0
definitely for me,0,0.0
كيف اوصل لمرحلة ذي ياخي,0,0.0
tôi sợ nha,0,0.0
trong chợ bình tây có cơm trưa cũng ngon,0,0.0
hy ka,1,0.95
kiw,1,0.88
remember that one cyborg with kity ears,1,0.95
fuck u,1,0.95
but i can tôi celebrate christmast,0,0.95
pinterest ạ,1,0.88
這,1,0.95
pe bánh bao,1,0.95
thực tế là bạn,1,0.95
nhả vía mọi người rút được rồi nha nếu không biết cách inbox mình nhé phí sau,0,0.95
có hả,0,0.95
let me in on my novel,0,0.95
còn tôi là bắt máy xog tôi im cho nó hỏi nó hỏi hồi nó hog thấy tôi tl cái nó tắt lun,1,0.88
cho mình xin với ạ,0,0.95
chắc là có ông bà nào bên việt nam mình sang đấy rồi nó ghép để câu like rồi,1,0.88
digan presente los q mal pensaron el principio,1,0.88
đg hát hở a,0,0.95
bộ trưởng bộ qp mẽo gặp lê thô sơ thì,1,0.88
ulul,0,0.95
m xin giá nhé,1,0.88
nghèo tới cỡ tiếc mấy miếng phô mai đó luôn à,1,0.95
everyday do it,0,0.95
santai,0,0.95
mấy bạn thấy ấn độ ngta 1 tay xách đồ 1 tay đu tàu lửa hông,0,0.95
era mais ou menos o meu sonho,0,0.95
semoga berhijrah kakaknya dan semoga tetap istiqomah amin ya rab,0,0.95
i claim al this riches,1,0.95
okay so where i can to find it,0,0.95
hiền di đâu ợ,0,0.95
tôi chưa đến nỗi như b mà tôi cũng đã đủ hãi rồi đơ được 1 tgian khá dài sau đỡ dần mới biết sợ,1,0.95
i fucking love fulwarp,1,0.95
lanjut di tik tok ini aja k,1,0.88
my outfit type,0,0.95
nguyên ah b,0,0.95
berapa bulan prosesnya mbak,0,0.95
nát hết rồi còn đâu,0,0.95
np,0,0.95
no u got me wrong bro i didnt mean it that way i meant my jaw droped in confusion hahahaha,0,0.95
bắt hay lắm anh bạn,1,0.88
hỗ trợ ai bị mất tiền trên sàn ap lừa đảo inbox phí sau,1,0.88
wecome,0,0.95
hoặc có khi là không chạy luôn,0,0.95
kep doing the makeup mondays,0,0.95
tải 20mb nhưng data 60g,0,0.95
nhất định cho bố mẹ có những thứ tốt đẹp nhất về sau này không muốn bố mẹ khổ thêm nữa nhất định năm 20t kiếm thật nhiều tiền để cho bố mẹ đi du lịch,0,0.95
i ned this job,0,0.95
khắc tinh của sếp tổng á bà coi mà cười ngất,0,0.95
folow mo ako pre send không sayo link người tg namin madaming viral pinay dun,0,0.95
kim da mi trong sát thủ nhân tạo 2,0,0.95
hola,0,0.95
aku pernah workout satu mingu badan udh bagus terus pas siang nya makan mie sedap goreng langsung balik ke awal,0,0.95
ma n i f e s tôi,1,0.88
